number_of_qubits,number_of_classical_bits,depth,width,total_operations,single_qubit_gates,two_qubit_gates,three_qubit_gates,measurement_gates,parameterized_gates,entangling_gates,gate_ccx,gate_cp,gate_cx,gate_cz,gate_h,gate_measure,gate_rx,gate_ry,gate_rz,gate_s,gate_sdg,gate_swap,gate_sx,gate_t,gate_x,gate_y,gate_z
10,10,24,20,217,187,17,3,10,180,20,3,14,1,1,5,10,57,51,58,3,0,1,2,4,4,2,1
10,10,30,20,210,122,71,7,10,68,78,7,22,22,13,14,10,11,17,18,6,0,14,9,12,12,9,14
10,10,8,20,64,38,16,0,10,20,16,0,6,5,3,2,10,7,3,4,2,0,2,7,5,5,2,1
10,10,37,20,211,131,62,8,10,51,70,8,16,26,7,13,10,11,16,8,10,0,13,17,16,11,16,13
11,11,37,22,217,126,70,10,11,58,80,10,15,24,14,15,11,15,14,14,8,0,17,11,14,10,13,12
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
5,5,99,10,215,140,70,0,5,140,70,0,0,70,0,0,5,0,70,70,0,0,0,0,0,0,0,0
4,4,26,8,73,49,18,2,4,17,20,2,6,8,3,4,4,4,3,4,5,0,1,6,3,4,8,8
3,3,19,6,47,34,10,0,3,13,10,0,4,3,1,5,3,2,5,2,3,0,2,3,2,2,6,4
11,11,25,22,211,142,52,6,11,64,58,6,20,10,11,10,11,14,12,18,14,0,11,18,13,10,19,14
3,3,32,6,78,59,14,2,3,22,16,2,5,3,4,8,3,4,5,8,4,0,2,5,5,8,5,7
10,10,23,20,215,191,13,1,10,176,14,1,13,0,0,3,10,51,60,52,4,0,0,4,5,5,1,6
11,11,26,22,212,137,54,10,11,61,64,10,16,8,14,15,11,15,13,17,9,0,16,15,14,12,15,12
3,3,39,6,82,47,29,3,3,27,32,3,11,5,10,6,3,3,8,5,2,0,3,4,2,9,5,3
10,10,28,20,210,141,48,11,10,48,59,11,13,15,10,14,10,11,14,10,13,0,10,14,11,13,21,20
11,11,92,22,242,154,77,0,11,154,77,0,0,77,0,0,11,0,77,77,0,0,0,0,0,0,0,0
8,8,39,16,209,111,77,13,8,53,90,13,25,17,20,12,8,9,7,12,13,0,15,13,13,12,12,8
10,10,10,20,49,23,16,0,10,9,16,0,6,4,2,4,10,1,1,1,6,0,4,3,2,1,2,2
10,10,27,20,210,147,46,7,10,65,53,7,14,12,9,10,10,13,17,21,12,0,11,16,13,18,11,16
9,9,10,18,65,32,23,1,9,16,24,1,10,6,4,4,9,1,3,2,4,0,3,6,3,4,2,3
7,7,19,14,109,81,18,3,7,30,21,3,6,6,4,6,7,10,7,7,8,0,2,9,9,8,8,9
7,7,7,14,39,24,6,2,7,10,8,2,0,1,2,2,7,5,0,5,2,0,3,3,1,2,0,4
4,4,45,8,127,74,45,4,4,41,49,4,15,9,10,3,4,11,7,8,6,0,11,12,4,10,6,7
9,9,89,18,225,144,72,0,9,144,72,0,0,72,0,0,9,0,72,72,0,0,0,0,0,0,0,0
7,7,40,14,207,135,57,8,7,62,65,8,18,19,6,12,7,14,14,16,10,0,14,13,13,13,18,12
6,6,46,12,206,136,58,6,6,60,64,6,17,16,15,16,6,11,15,17,13,0,10,14,12,17,10,11
8,8,33,16,146,80,54,4,8,47,58,4,32,4,6,20,8,2,9,4,9,0,12,8,9,5,5,9
5,5,33,10,88,58,22,3,5,32,25,3,8,4,3,6,5,6,9,9,5,0,7,4,7,3,4,5
10,10,30,20,211,123,67,11,10,51,78,11,18,23,13,13,10,14,12,7,17,0,13,6,12,18,11,13
9,9,32,18,209,129,63,8,9,60,71,8,23,10,20,13,9,16,13,8,15,0,10,11,10,14,21,8
5,5,23,10,73,32,30,6,5,16,36,6,8,7,7,3,5,3,1,4,2,0,8,3,6,4,4,2
8,8,39,16,213,114,83,8,8,62,91,8,25,25,16,11,8,12,11,14,8,0,17,13,13,11,11,10
10,10,37,20,216,141,57,8,10,62,65,8,16,20,12,18,10,15,14,17,10,0,9,16,15,14,12,10
12,12,5,24,40,17,8,3,12,6,11,3,1,6,0,10,12,3,1,1,0,0,1,1,1,0,0,0
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
11,11,22,22,219,188,17,3,11,171,20,3,12,4,0,3,11,53,63,43,4,0,1,3,7,3,4,5
4,4,10,8,28,15,6,3,4,3,9,3,1,1,2,1,4,1,0,1,5,0,2,3,0,1,2,1
5,5,12,10,51,37,9,0,5,11,9,0,2,3,1,3,5,3,4,2,6,0,3,2,6,3,3,5
2,2,15,4,26,21,3,0,2,8,3,0,0,1,2,3,2,4,3,1,0,0,0,1,5,2,1,1
5,5,34,10,109,48,51,5,5,32,56,5,18,13,8,3,5,7,4,3,8,0,12,4,8,5,2,4
8,8,34,16,213,146,59,0,8,0,59,0,0,16,21,24,8,0,0,0,21,19,22,22,0,26,16,18
5,5,33,10,129,91,30,3,5,38,33,3,8,6,7,7,5,12,10,8,11,0,9,5,10,11,8,9
8,8,26,16,140,72,52,8,8,35,60,8,17,9,13,6,8,6,7,5,5,0,13,10,10,6,8,9
3,3,14,6,34,24,6,1,3,5,7,1,1,1,3,4,3,2,1,1,1,0,1,0,1,5,4,5
7,7,41,14,210,139,51,13,7,61,64,13,18,12,10,15,7,16,14,13,8,0,11,13,15,18,10,17
7,7,25,14,90,58,24,1,7,25,25,1,7,7,5,8,7,9,5,4,8,0,5,7,6,6,2,3
6,6,30,12,136,90,36,4,6,29,40,4,7,10,8,9,6,8,6,8,12,0,11,7,9,10,8,13
9,9,33,18,211,130,58,14,9,66,72,14,20,6,21,8,9,22,13,11,15,0,11,16,18,9,13,5
4,4,14,8,40,22,14,0,4,13,14,0,5,4,2,6,4,5,1,2,2,0,3,1,2,1,2,0
10,10,33,20,184,116,51,7,10,55,58,7,20,11,14,10,10,11,10,14,12,0,6,12,12,13,8,14
12,12,24,24,214,139,52,11,12,51,63,11,11,17,13,17,12,12,13,15,15,0,11,16,10,10,16,15
7,7,42,14,209,133,53,16,7,62,69,16,21,14,11,14,7,16,13,12,6,0,7,17,14,13,12,16
8,8,35,16,208,137,54,9,8,54,63,9,11,14,17,14,8,18,14,11,11,0,12,14,14,15,12,14
2,2,20,4,37,32,3,0,2,6,3,0,0,0,1,2,2,3,1,2,6,0,2,4,2,1,3,8
7,7,24,14,122,69,46,0,7,0,46,0,0,15,17,11,7,0,0,0,12,10,14,10,0,9,6,11
8,8,4,16,26,12,6,0,8,4,6,0,0,1,4,2,8,0,3,1,3,0,1,0,2,0,0,1
10,10,28,20,214,145,52,7,10,43,59,7,10,13,14,19,10,15,11,7,13,0,15,14,10,18,22,16
8,8,18,16,72,42,21,1,8,16,22,1,2,8,6,4,8,3,6,5,7,0,5,5,2,0,4,6
4,4,32,8,96,70,21,1,4,22,22,1,3,7,6,8,4,4,9,6,10,0,5,12,7,7,5,2
3,3,15,6,39,31,4,1,3,27,5,1,3,1,0,2,3,7,12,5,0,0,0,2,1,0,1,1
11,11,36,22,219,137,65,6,11,56,71,6,16,20,14,16,11,12,14,14,12,0,15,13,10,20,13,13
5,5,38,10,92,58,28,1,5,28,29,1,9,7,5,2,5,10,7,2,4,0,7,9,7,5,6,6
4,4,97,8,196,128,64,0,4,128,64,0,0,64,0,0,4,0,64,64,0,0,0,0,0,0,0,0
5,5,48,10,193,145,39,4,5,44,43,4,12,9,11,13,5,8,11,13,19,0,7,16,16,17,10,22
3,3,58,6,134,94,34,3,3,41,37,3,14,6,4,7,3,7,9,11,9,0,10,7,8,12,13,11
3,3,48,6,118,90,24,1,3,33,25,1,8,6,6,8,3,7,12,6,16,0,4,12,9,3,10,7
8,8,10,16,58,29,20,1,8,20,21,1,9,3,5,3,8,4,4,3,3,0,3,2,2,2,4,2
9,9,5,18,32,12,9,2,9,7,11,2,2,4,1,1,9,1,3,1,1,0,2,0,1,2,2,0
3,3,10,6,23,18,1,1,3,12,2,1,1,0,0,0,3,0,7,4,1,0,0,2,1,1,0,2
10,10,37,20,212,62,122,18,10,55,140,18,37,35,24,9,10,6,8,4,8,0,26,6,8,5,2,6
12,12,24,24,213,136,55,10,12,65,65,10,17,14,10,13,12,13,19,16,13,0,14,14,17,9,11,11
2,2,41,4,75,66,7,0,2,59,7,0,6,0,1,2,2,13,17,23,2,0,0,3,1,1,3,1
7,7,46,14,112,70,35,0,7,70,35,0,0,35,0,0,7,0,35,35,0,0,0,0,0,0,0,0
10,10,9,20,67,35,21,1,10,23,22,1,9,4,5,2,10,4,5,5,3,0,3,4,2,0,7,3
5,5,46,10,208,184,16,3,5,167,19,3,13,1,0,3,5,45,59,50,4,0,2,3,5,7,3,5
5,5,54,10,207,139,63,0,5,0,63,0,0,20,19,29,5,0,0,0,18,19,24,19,0,17,19,18
12,12,24,24,217,140,59,6,12,76,65,6,24,13,14,11,12,15,17,20,10,0,8,14,16,21,7,9
6,6,21,12,96,64,22,4,6,29,26,4,6,8,5,5,6,6,6,11,11,0,3,8,5,2,5,5
9,9,32,18,216,146,50,11,9,55,61,11,13,7,14,13,9,14,16,12,16,0,16,13,17,20,16,9
2,2,40,4,67,52,13,0,2,52,13,0,0,13,0,0,2,0,26,26,0,0,0,0,0,0,0,0
7,7,55,14,133,84,42,0,7,84,42,0,0,42,0,0,7,0,42,42,0,0,0,0,0,0,0,0
5,5,51,10,170,109,48,8,5,59,56,8,22,8,5,13,5,12,7,18,8,0,13,8,5,10,12,16
8,8,18,16,116,82,24,2,8,37,26,2,9,7,6,10,8,10,10,8,8,0,2,7,5,9,6,9
2,2,17,4,27,18,7,0,2,7,7,0,4,1,1,2,2,2,0,1,2,0,1,2,1,2,4,2
3,3,59,6,132,94,32,3,3,36,35,3,14,5,7,11,3,8,8,6,9,0,6,11,13,11,11,6
7,7,40,14,208,129,72,0,7,0,72,0,0,20,30,20,7,0,0,0,24,22,22,11,0,17,15,20
6,6,46,12,209,142,55,6,6,64,61,6,14,11,17,12,6,18,17,15,14,0,13,13,12,9,10,22
3,3,31,6,57,36,18,0,3,36,18,0,0,18,0,0,3,0,18,18,0,0,0,0,0,0,0,0
4,4,15,8,42,29,9,0,4,11,9,0,1,4,2,1,4,7,2,1,2,0,2,3,4,5,2,2
3,3,59,6,143,110,28,2,3,45,30,2,7,8,5,14,3,13,13,12,8,0,8,10,9,8,15,8
2,2,25,4,39,28,9,0,2,16,9,0,3,2,2,5,2,5,3,5,2,0,2,1,3,2,1,1
8,8,36,16,213,139,57,9,8,59,66,9,19,12,14,13,8,15,12,13,10,0,12,9,18,16,17,16
12,12,27,24,212,102,84,14,12,58,98,14,26,19,16,11,12,11,4,17,9,0,23,10,8,9,17,6
3,3,9,6,22,14,5,0,3,4,5,0,1,3,0,1,3,2,0,1,1,0,1,3,0,2,2,2
4,4,11,8,35,24,7,0,4,10,7,0,2,3,2,6,4,4,2,2,1,0,0,4,4,0,0,1
4,4,61,8,190,137,44,5,4,53,49,5,12,11,12,13,4,14,18,9,14,0,9,15,15,17,13,9
6,6,39,12,210,183,18,3,6,169,21,3,14,2,1,4,6,64,45,46,3,0,1,5,4,5,3,4
7,7,13,14,74,52,13,2,7,20,15,2,3,4,5,3,7,4,6,7,6,0,1,7,0,6,5,8
9,9,18,18,109,57,33,10,9,31,43,10,16,7,2,7,9,3,9,3,5,0,8,2,7,3,8,10
11,11,18,22,115,33,59,12,11,29,71,12,18,13,16,3,11,3,5,3,2,0,12,3,4,1,5,4
4,4,60,8,172,106,56,6,4,42,62,6,12,17,15,15,4,14,12,4,7,0,12,9,13,13,13,6
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
12,12,24,24,215,139,55,9,12,56,64,9,8,18,13,16,12,15,16,17,15,0,16,11,14,11,11,13
5,5,12,10,40,17,16,2,5,9,18,2,3,6,2,1,5,4,0,2,2,0,5,1,1,2,3,1
4,4,52,8,161,114,39,4,4,55,43,4,18,7,10,9,4,15,15,7,12,0,4,18,12,9,8,9
6,6,5,12,23,10,7,0,6,6,7,0,3,2,0,1,6,0,0,3,0,0,2,2,1,1,1,1
3,3,10,6,25,17,5,0,3,7,5,0,1,1,1,2,3,1,1,4,0,0,2,3,1,2,1,2
9,9,43,18,211,104,93,5,9,71,98,5,44,19,18,14,9,12,9,6,9,0,12,14,6,13,9,12
8,8,29,16,213,188,15,2,8,162,17,2,13,0,1,4,8,42,53,54,7,0,1,3,5,7,5,8
10,10,28,20,216,142,64,0,10,0,64,0,0,27,13,12,10,0,0,0,20,24,24,12,0,22,23,29
11,11,19,22,160,100,49,0,11,0,49,0,0,20,13,14,11,0,0,0,11,6,16,15,0,20,20,14
2,2,13,4,22,17,3,0,2,6,3,0,0,1,2,2,2,4,0,2,1,0,0,3,1,2,1,1
4,4,85,8,172,112,56,0,4,112,56,0,0,56,0,0,4,0,56,56,0,0,0,0,0,0,0,0
12,12,26,24,216,117,78,9,12,54,87,9,23,24,14,15,12,9,12,10,15,0,17,8,14,14,9,11
4,4,54,8,171,126,37,4,4,51,41,4,15,7,6,11,4,9,16,11,19,0,9,10,13,13,9,15
8,8,91,16,224,144,72,0,8,144,72,0,0,72,0,0,8,0,72,72,0,0,0,0,0,0,0,0
7,7,17,14,91,58,24,2,7,29,26,2,11,6,4,7,7,7,7,4,5,0,3,6,10,1,5,6
10,10,13,20,91,46,31,4,10,19,35,4,8,8,5,7,10,4,3,4,4,0,10,7,2,4,3,8
4,4,48,8,146,96,46,0,4,0,46,0,0,12,16,14,4,0,0,0,13,12,18,21,0,9,15,12
12,12,11,24,100,61,22,5,12,25,27,5,6,4,5,8,12,4,5,10,6,0,7,6,4,5,5,8
9,9,89,18,225,144,72,0,9,144,72,0,0,72,0,0,9,0,72,72,0,0,0,0,0,0,0,0
10,10,23,20,213,187,15,1,10,173,16,1,14,1,0,2,10,52,49,58,4,0,0,3,5,3,3,8
10,10,5,20,36,17,9,0,10,8,9,0,3,6,0,7,10,1,3,1,1,0,0,0,1,1,2,0
8,8,29,16,178,125,40,5,8,50,45,5,14,13,6,11,8,11,15,10,18,0,7,13,18,11,7,11
2,2,49,4,83,67,14,0,2,16,14,0,1,5,4,7,2,2,7,6,4,0,4,9,8,9,5,10
7,7,32,14,155,90,47,11,7,37,58,11,13,10,8,11,7,13,5,6,9,0,16,11,10,10,4,11
5,5,5,10,25,20,0,0,5,19,0,0,0,0,0,0,5,5,9,5,0,0,0,0,0,0,0,1
8,8,17,16,105,66,31,0,8,0,31,0,0,12,13,9,8,0,0,0,7,10,6,10,0,7,11,12
3,3,22,6,47,30,13,1,3,14,14,1,6,6,1,5,3,1,4,3,3,0,0,3,3,3,3,2
3,3,14,6,31,18,9,1,3,5,10,1,4,2,1,3,3,0,1,0,3,0,2,1,5,1,0,4
3,3,54,6,140,115,22,0,3,50,22,0,9,5,5,9,3,11,21,9,10,0,3,9,9,10,14,13
8,8,43,16,208,124,72,4,8,79,76,4,43,7,10,17,8,11,15,10,17,0,12,13,8,12,13,8
5,5,45,10,208,187,15,1,5,166,16,1,12,0,1,2,5,56,53,45,5,0,2,5,8,6,2,5
6,6,16,12,48,27,13,2,6,17,15,2,6,1,4,1,6,3,3,5,2,0,2,3,4,2,2,2
10,10,29,20,210,133,59,8,10,60,67,8,15,23,11,12,10,13,16,16,14,0,10,12,11,12,12,15
10,10,18,20,84,48,22,4,10,24,26,4,6,3,9,7,10,2,8,8,3,0,4,3,4,5,2,6
2,2,27,4,34,12,20,0,2,5,20,0,3,7,6,2,2,1,1,0,2,0,4,0,1,2,0,3
2,2,26,4,43,33,8,0,2,17,8,0,3,2,3,1,2,3,6,5,5,0,0,2,4,2,3,2
12,12,24,24,218,142,58,6,12,57,64,6,15,12,13,12,12,12,17,13,11,0,18,13,19,14,17,14
10,10,33,20,215,106,83,16,10,60,99,16,24,17,20,6,10,14,13,9,8,0,22,11,11,9,13,12
7,7,41,14,211,138,56,10,7,68,66,10,20,12,13,23,7,15,16,17,8,0,11,9,14,10,9,17
6,6,18,12,78,48,21,3,6,21,24,3,5,8,3,8,6,8,3,5,5,0,5,2,2,1,5,9
8,8,39,16,193,122,56,7,8,55,63,7,13,23,10,15,8,18,14,10,11,0,10,13,10,11,12,8
8,8,45,16,213,120,79,6,8,77,85,6,42,10,12,19,8,15,12,8,3,0,15,16,13,4,14,16
10,10,10,20,72,37,22,3,10,17,25,3,7,5,6,4,10,2,5,3,6,0,4,1,0,7,3,6
9,9,42,18,213,117,82,5,9,80,87,5,48,11,7,25,9,9,11,12,8,0,16,9,15,10,6,12
4,4,15,8,44,25,14,1,4,10,15,1,4,1,5,2,4,5,1,0,3,0,4,3,2,2,3,4
3,3,59,6,144,113,23,5,3,41,28,5,8,7,2,10,3,9,5,19,12,0,6,11,12,16,9,10
12,12,24,24,218,141,60,5,12,63,65,5,21,9,12,18,12,15,9,18,15,0,18,13,9,22,8,14
3,3,40,6,94,65,26,0,3,0,26,0,0,5,11,9,3,0,0,0,10,8,10,9,0,10,9,10
4,4,22,8,81,72,3,2,4,67,5,2,3,0,0,0,4,21,28,15,1,0,0,1,0,0,2,4
5,5,18,10,57,21,29,2,5,13,31,2,9,8,7,1,5,3,1,0,3,0,5,2,4,3,2,2
12,12,32,24,216,58,124,22,12,49,146,22,31,38,28,5,12,6,5,7,7,0,27,7,5,6,6,4
2,2,57,4,88,60,26,0,2,21,26,0,7,6,5,11,2,6,5,3,4,0,8,6,7,7,7,4
5,5,22,10,85,58,19,3,5,22,22,3,8,3,4,10,5,6,4,4,7,0,4,7,5,7,4,4
9,9,42,18,211,113,84,5,9,87,89,5,52,12,7,17,9,12,12,11,9,0,13,9,5,15,10,13
9,9,28,18,123,80,30,4,9,25,34,4,5,10,5,8,9,5,8,7,5,0,10,10,11,7,11,8
9,9,32,18,210,137,55,9,9,52,64,9,11,17,11,19,9,17,11,13,11,0,16,16,11,15,9,15
6,6,45,12,208,140,62,0,6,0,62,0,0,19,23,20,6,0,0,0,21,13,20,18,0,21,20,27
11,11,39,22,214,104,94,5,11,99,99,5,69,8,8,22,11,11,14,5,12,0,9,11,6,7,9,7
12,12,11,24,81,25,37,7,12,19,44,7,9,11,11,3,12,2,4,4,2,0,6,1,1,5,1,2
5,5,99,10,215,140,70,0,5,140,70,0,0,70,0,0,5,0,70,70,0,0,0,0,0,0,0,0
5,5,17,10,62,40,14,3,5,14,17,3,7,3,2,7,5,5,0,2,3,0,2,5,5,3,6,4
11,11,20,22,169,111,43,4,11,46,47,4,11,5,10,9,11,14,8,13,11,0,17,17,13,11,7,8
6,6,23,12,75,47,21,1,6,13,22,1,5,5,5,4,6,3,2,3,9,0,6,6,6,6,3,5
12,12,20,24,216,185,14,5,12,170,19,5,11,1,1,3,12,58,51,50,6,0,1,3,2,5,5,2
3,3,31,6,76,59,11,3,3,25,14,3,6,2,2,5,3,4,5,10,6,0,1,7,4,7,7,4
3,3,40,6,82,45,30,4,3,25,34,4,10,7,4,2,3,5,7,3,6,0,9,9,1,4,3,5
3,3,17,6,41,29,8,1,3,6,9,1,1,0,2,4,3,2,2,1,3,0,5,2,4,3,5,3
3,3,28,6,72,59,10,0,3,23,10,0,3,3,3,7,3,8,7,5,4,0,1,8,3,4,8,5
7,7,41,14,210,138,53,12,7,55,65,12,17,7,15,8,7,12,13,13,18,0,14,13,10,24,14,13
2,2,8,4,12,7,3,0,2,2,3,0,0,1,1,2,2,0,1,1,0,0,1,1,1,0,1,0
8,8,36,16,209,130,63,8,8,54,71,8,20,20,15,16,8,10,12,12,12,0,8,12,9,20,12,15
6,6,9,12,42,24,12,0,6,0,12,0,0,4,4,4,6,0,0,0,1,5,4,5,0,1,4,4
6,6,35,12,139,93,39,1,6,56,40,1,26,3,2,13,6,9,11,10,9,0,8,6,5,10,11,9
7,7,48,14,209,125,70,7,7,76,77,7,36,10,9,19,7,13,12,15,8,0,15,11,16,13,13,5
9,9,8,18,57,33,15,0,9,11,15,0,2,3,7,0,9,3,2,4,7,0,3,1,3,2,4,7
4,4,17,8,54,39,10,1,4,12,11,1,1,4,3,7,4,0,6,5,2,0,2,6,1,3,4,5
7,7,39,14,211,151,44,9,7,59,53,9,17,5,11,9,7,19,13,10,16,0,11,19,13,16,22,14
5,5,5,10,19,9,4,1,5,4,5,1,1,1,1,1,5,0,2,1,1,0,1,0,1,1,0,2
7,7,15,14,80,49,23,1,7,33,24,1,12,6,4,5,7,9,6,6,1,0,1,2,6,4,6,4
4,4,36,8,116,87,22,3,4,29,25,3,6,5,7,5,4,2,11,10,7,0,4,12,9,14,8,9
11,11,26,22,214,143,54,6,11,46,60,6,15,19,8,24,11,16,8,7,19,0,12,14,14,14,15,12
7,7,12,14,47,30,9,1,7,6,10,1,0,3,4,1,7,0,1,5,3,0,2,1,3,9,4,3
9,9,31,18,212,136,67,0,9,0,67,0,0,20,23,10,9,0,0,0,17,16,24,19,0,25,26,23
2,2,32,4,44,22,20,0,2,13,20,0,5,4,7,4,2,3,2,3,5,0,4,1,0,3,1,0
3,3,96,6,174,114,57,0,3,114,57,0,0,57,0,0,3,0,57,57,0,0,0,0,0,0,0,0
5,5,36,10,107,36,59,7,5,28,66,7,19,11,12,8,5,1,4,4,4,0,17,5,3,1,2,4
11,11,8,22,71,45,13,2,11,21,15,2,3,3,4,3,11,4,7,7,1,0,3,6,3,5,5,4
2,2,11,4,18,12,4,0,2,5,4,0,0,1,2,1,2,2,2,1,1,0,1,1,0,0,2,2
10,10,25,20,189,125,47,7,10,51,54,7,13,12,14,16,10,9,12,17,13,0,8,13,13,11,10,11
5,5,99,10,215,140,70,0,5,140,70,0,0,70,0,0,5,0,70,70,0,0,0,0,0,0,0,0
12,12,5,24,42,18,12,0,12,7,12,0,4,8,0,8,12,2,1,0,2,0,0,1,1,1,1,1
3,3,31,6,74,54,15,2,3,21,17,2,2,3,6,4,3,2,9,8,2,0,4,5,7,1,10,6
8,8,23,16,137,88,35,6,8,35,41,6,10,9,7,6,8,6,9,10,10,0,9,7,10,10,13,7
9,9,26,18,142,51,72,10,9,31,82,10,16,17,17,1,9,7,5,3,7,0,22,4,3,7,4,10
4,4,35,8,109,74,31,0,4,0,31,0,0,9,10,9,4,0,0,0,12,15,12,7,0,8,10,13
2,2,19,4,30,20,8,0,2,0,8,0,0,2,3,1,2,0,0,0,3,4,3,0,0,4,5,3
5,5,46,10,205,178,19,3,5,163,22,3,18,1,0,8,5,53,42,50,1,0,0,1,6,7,6,4
9,9,33,18,146,63,70,4,9,63,74,4,44,6,7,12,9,7,7,5,4,0,13,5,4,8,8,3
8,8,36,16,210,134,62,6,8,49,68,6,12,17,22,20,8,10,11,16,9,0,11,20,11,10,13,14
8,8,42,16,211,134,62,7,8,48,69,7,12,24,13,24,8,15,15,6,15,0,13,14,9,12,13,11
5,5,22,10,104,94,4,1,5,86,5,1,4,0,0,1,5,20,29,33,1,0,0,3,2,1,2,2
12,12,25,24,221,141,57,11,12,56,68,11,15,14,10,10,12,11,16,14,13,0,18,26,12,13,15,11
6,6,37,12,151,84,51,10,6,36,61,10,12,10,16,5,6,10,9,5,10,0,13,10,8,17,2,8
7,7,46,14,112,70,35,0,7,70,35,0,0,35,0,0,7,0,35,35,0,0,0,0,0,0,0,0
5,5,52,10,202,139,58,0,5,0,58,0,0,17,11,18,5,0,0,0,19,24,30,14,0,19,25,20
9,9,35,18,151,92,42,8,9,35,50,8,14,5,9,11,9,5,5,11,7,0,14,9,11,14,9,10
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
6,6,97,12,222,144,72,0,6,144,72,0,0,72,0,0,6,0,72,72,0,0,0,0,0,0,0,0
12,12,24,24,217,141,57,7,12,60,64,7,14,8,13,15,12,15,15,16,21,0,22,11,12,8,21,7
10,10,11,20,67,18,35,4,10,16,39,4,11,5,5,2,10,2,1,2,2,0,14,1,1,2,1,4
5,5,45,10,161,111,42,3,5,32,45,3,10,12,8,11,5,8,5,9,11,0,12,14,10,19,12,12
11,11,27,22,217,140,58,8,11,61,66,8,17,15,16,19,11,23,9,12,6,0,10,17,8,18,12,16
4,4,36,8,115,82,29,0,4,0,29,0,0,15,5,12,4,0,0,0,11,11,9,9,0,10,13,16
6,6,9,12,45,30,9,0,6,11,9,0,3,1,4,3,6,2,2,4,4,0,1,4,2,6,2,1
11,11,28,22,214,132,54,17,11,46,71,17,12,18,12,18,11,9,11,14,8,0,12,12,14,14,16,16
7,7,9,14,48,28,11,2,7,14,13,2,3,2,4,6,7,3,3,5,4,0,2,1,2,1,2,1
10,10,30,20,218,137,60,11,10,59,71,11,19,13,15,10,10,15,14,11,17,0,13,17,15,12,13,13
6,6,25,12,60,36,18,0,6,36,18,0,0,18,0,0,6,0,18,18,0,0,0,0,0,0,0,0
2,2,46,4,70,48,20,0,2,13,20,0,5,7,4,9,2,2,2,4,3,0,4,5,6,2,4,11
11,11,26,22,215,141,55,8,11,58,63,8,19,13,9,12,11,12,20,7,12,0,14,15,13,16,13,21
8,8,61,16,152,96,48,0,8,96,48,0,0,48,0,0,8,0,48,48,0,0,0,0,0,0,0,0
7,7,18,14,57,24,26,0,7,29,26,0,21,2,0,8,7,1,4,3,0,0,3,3,3,1,1,0
7,7,39,14,208,142,53,6,7,56,59,6,17,10,12,8,7,17,13,9,21,0,14,14,17,15,13,15
8,8,39,16,210,112,78,12,8,68,90,12,22,20,18,10,8,25,10,11,10,0,18,8,7,14,6,11
3,3,17,6,36,26,7,0,3,13,7,0,3,3,0,2,3,4,5,1,2,0,1,2,1,4,2,3
9,9,32,18,213,129,75,0,9,0,75,0,0,25,31,18,9,0,0,0,18,16,19,23,0,19,17,18
12,12,30,24,201,51,117,21,12,50,138,21,30,32,17,1,12,5,7,8,6,0,38,6,6,5,5,2
10,10,28,20,213,142,55,6,10,63,61,6,15,11,12,8,10,20,10,18,15,0,17,16,15,17,8,15
12,12,25,24,221,141,57,11,12,51,68,11,12,16,17,9,12,12,11,16,22,0,12,16,11,16,16,12
9,9,32,18,212,138,54,11,9,75,65,11,23,11,9,20,9,13,20,19,9,0,11,12,5,16,11,13
4,4,46,8,127,69,51,3,4,35,54,3,13,12,11,7,4,6,6,10,7,0,15,4,7,8,6,8
5,5,52,10,205,148,49,3,5,63,52,3,15,9,15,13,5,14,14,20,18,0,10,18,12,12,14,13
7,7,13,14,82,68,5,2,7,62,7,2,4,0,0,4,7,22,22,14,0,0,1,2,2,0,1,1
8,8,36,16,211,138,53,12,8,57,65,12,16,13,13,15,8,11,14,16,16,0,11,11,12,12,11,20
10,10,36,20,218,152,51,5,10,62,56,5,11,18,11,13,10,24,15,12,10,0,11,14,14,15,14,21
7,7,39,14,209,138,64,0,7,0,64,0,0,22,22,16,7,0,0,0,20,21,20,17,0,27,14,23
9,9,32,18,209,134,53,13,9,60,66,13,15,13,14,15,9,17,13,15,13,0,11,12,12,12,13,12
12,12,8,24,93,78,3,0,12,65,3,0,2,0,0,2,12,25,23,15,3,0,1,3,0,2,4,1
5,5,44,10,168,115,44,4,5,44,48,4,12,11,8,12,5,8,8,16,13,0,13,16,12,11,10,9
11,11,92,22,242,154,77,0,11,154,77,0,0,77,0,0,11,0,77,77,0,0,0,0,0,0,0,0
6,6,22,12,104,71,26,1,6,29,27,1,9,5,8,7,6,7,8,5,6,0,4,6,11,11,2,8
4,4,6,8,14,0,10,0,4,2,10,0,2,4,1,0,4,0,0,0,0,0,3,0,0,0,0,0
6,6,7,12,24,13,4,1,6,7,5,1,2,2,0,1,6,3,2,0,1,0,0,2,0,1,1,2
6,6,47,12,210,132,72,0,6,0,72,0,0,23,24,19,6,0,0,0,15,23,25,13,0,25,21,16
